LocationID,OwnerCSZ,ManagerCSZ,ZIp1,ZIp2,ARPLatitude,ARPLatitudeS,ARPLongitude,ARPLongitudeS
'0CO6,"SEDONA, AZ 86336","KEY LARGO, FL 33037",86336,33037,38-13-09.9610N,137589.9610N,108-12-47.2800W,389567.2800W
'CD55,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,38-05-59.9990N,137159.9990N,108-17-02.0990W,389822.0990W
'CD54,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,38-17-59.9580N,137879.9580N,108-11-02.2720W,389462.2720W
'1CO2,"GRAND JCT, CO 81506-5101","GRANDJCT, CO 81506-5101",81506-5101,81506-5101,38-09-44.9650N,137384.9650N,108-20-25.2990W,390025.2990W
'AIB,"MONTROSE, CO 81401","NUCLA, CO 81424",81401,81424,38-14-19.5000N,137659.5000N,108-33-47.8000W,390827.8000W
'1CO3,"NUNN, CO 80648","NUNN, CO 80648",80648,80648,40-42-14.9300N,146534.9300N,104-47-51.8890W,377271.8890W
'1CD1,"NUNN, CO 80648","NUNN, CO 80648",80648,80648,40-41-25.0000N,146485.0000N,104-52-00.0000W,377520.0000W
'48CO,"FORT COLLINS, CO 80521","FORT COLLINS, CO 80521",80521,80521,40-43-17.9300N,146597.9300N,104-46-40.8800W,377200.8800W
'CD80,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,40-13-59.9350N,144839.9350N,106-54-02.1710W,384842.1710W
'5CO8,"STEAMBOAT SPRINGS, CO 80487","STEAMBOAT SPRINGS, CO 80487",80487,80487,40-20-28.9280N,145228.9280N,106-50-58.1720W,384658.1720W
'37CO,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,38-34-02.0000N,138842.0000N,107-59-44.0000W,388784.0000W
'1CO4,"OLATHE, CO 81425","OLATHE, CO 81425",81425,81425,38-34-29.9480N,138869.9480N,107-57-32.2340W,388652.2340W
'CO1,"ORDWAY, CO 81063","ORDWAY, CO 81063",81063,81063,38-11-46.7300N,137506.7300N,103-41-37.5400W,373297.5400W
'94CO,"OURAY, CO 81427","OURAY, CO 81427",81427,81427,38-05-04.9720N,137104.9720N,107-42-03.2150W,387723.2150W
'PSO,"PAGOSA SPRINGS, CO 81157","PAGOSA SPRINGS, CO 81147",81157,81147,37-17-10.5000N,134230.5000N,107-03-21.6000W,385401.6000W
'1CO6,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,39-05-25.9310N,140725.9310N,108-13-16.2910W,389596.2910W
'43CO,"PAONIA, CO 81428","PAONIA, CO 81428",81428,81428,38-48-30.6300N,139710.6300N,107-38-06.7900W,387486.7900W
'7V2,"PAONIA, CO 81428","PAONIA, CO 81428",81428,81428,38-49-52.7000N,139792.7000N,107-38-45.1000W,387525.1000W
'16CO,"PARACHUTE, CO 81635","PARACHUTE, CO 81635",81635,81635,39-24-08.4000N,141848.4000N,108-04-35.8200W,389075.8200W
'CD56,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,39-24-59.9210N,141899.9210N,108-06-02.2770W,389162.2770W
'CO29,"LEBANON, OR 97355","PARACHUTE, CO 81635",97355,81635,39-22-45.8600N,141765.8600N,108-05-16.1000W,389116.1000W
'1CO8,"PARKER, CO 80134","PARKER, CO 80134",80134,80134,39-31-44.9560N,142304.9560N,104-39-28.8960W,376768.8960W
'CD31,"DENVER, CO 80138","PARKER, CO 80138",80138,80138,39-32-51.2000N,142371.2000N,104-46-11.7300W,377171.7300W
'CD57,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,40-07-59.9460N,144479.9460N,106-10-02.0870W,382202.0870W
'32CO,"PENROSE, CO 81240","PENROSE, CO 81240",81240,81240,38-27-18.9960N,138438.9960N,105-05-01.9470W,378301.9470W
'2CD3,"ENCAMPMENT, WY 82325","ENCAMPMENT, WY 82325",82325,82325,39-07-10.1000N,140830.1000N,104-25-54.5000W,375954.5000W
'2CO1,"ELBERT, CO 80106","ELBERT, CO 80106",80106,80106,39-06-37.9680N,140797.9680N,104-35-01.8950W,376501.8950W
'36CO,"MEMPHIS, TN 38168","MEMPHIS, TN 38168",38168,38168,39-06-22.0000N,140782.0000N,104-32-38.0000W,376358.0000W
'CD59,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,38-00-59.9710N,136859.9710N,108-03-02.2500W,388982.2500W
'03CO,"LONGMONT, CO 80501",,80501,#VALUE!,40-12-45.0000N,144765.0000N,104-44-40.0000W,377080.0000W
'1CD2,"PLATTEVILLE, CO 80651","PLATTEVILLE, CO 80651",80651,80651,40-10-02.0000N,144602.0000N,104-47-34.0000W,377254.0000W
'46CO,"FOWLER, CO 81039","FOWLER, CO 81039",81039,81039,38-06-00.0190N,137160.0190N,104-25-31.8950W,375931.8950W
'CO71,"PUEBLO, CO 81003","PUEBLO, CO 81003",81003,81003,38-16-49.7400N,137809.7400N,104-36-50.8800W,376610.8800W
'4CD0,"PUEBLO, CO 81003","PUEBLO, CO 81003",81003,81003,38-19-44.8900N,137984.8900N,104-42-07.6500W,376927.6500W
'PUB,"PUEBLO, CO 81003","PUEBLO, CO 81001",81003,81001,38-17-23.8000N,137843.8000N,104-29-52.9000W,376192.9000W
'99CO,"PUEBLO, CO 81005","PUEBLO, CO 81005",81005,81005,38-08-11.0000N,137291.0000N,104-48-53.0000W,377333.0000W
'80CO,"PUEBLO, CO 81004","PUEBLO, CO 81004",81004,81004,38-09-05.0800N,137345.0800N,104-42-04.0000W,376924.0000W
'2CO7,"PUEBLO, CO 81004","PUEBLO, CO 81004",81004,81004,38-14-01.0800N,137641.0800N,104-37-28.3300W,376648.3300W
'87CD,"PUEBLO, CO 81004","PUEBLO, CO 81004",81004,81004,37-59-24.0000N,136764.0000N,104-45-40.0000W,377140.0000W
'7CO8,"PUEBLO WEST, CO 81007","PUEBLO WEST, CO 81007",81007,81007,38-21-48.0000N,138108.0000N,104-44-16.9000W,377056.9000W
'35CO,"ORDWAY, CO 81063","KERRVILLE, TX 78028",81063,78028,38-52-55.2000N,139975.2000N,103-48-32.2800W,373712.2800W
'CD62,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,39-34-59.9090N,142499.9090N,108-57-02.3800W,392222.3800W
'4V0,"MEEKER, CO 81641","RANGELY, CO 81648",81641,81648,40-05-38.3000N,144338.3000N,108-45-47.0000W,391547.0000W
'18CO,"RANGELY, CO 81648","RANGELY, CO 81648",81648,81648,40-04-41.4000N,144281.4000N,108-48-25.2200W,391705.2200W
'CD63,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,40-06-59.8920N,144419.8920N,108-57-02.4000W,392222.4000W
'25CO,"RED FEATHER, CO 80545","RED FEATHER, CO 80545",80545,80545,40-51-05.9300N,147065.9300N,105-37-58.9800W,380278.9800W
'CD65,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,37-40-59.9820N,135659.9820N,108-01-02.2600W,388862.2600W
'CO87,"RIFLE, CO 81650","RIFLE, CO 81650",81650,81650,39-31-40.0000N,142300.0000N,107-43-08.0000W,387788.0000W
'RIL,"RIFLE, CO 81650","RIFLE, CO 81650",81650,81650,39-31-35.8000N,142295.8000N,107-43-40.8000W,387820.8000W
'CO85,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,39-32-02.0000N,142322.0000N,107-46-20.0000W,387980.0000W
'CD66,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,39-41-59.9160N,142919.9160N,107-57-02.2620W,388622.2620W
'1CO5,"ROCKY FORD, CO 81067","ROCKY FORD, CO 81067",81067,81067,38-00-55.0310N,136855.0310N,103-41-56.8160W,373316.8160W
'49CO,"ROGGEN, CO 80652","ROGGEN, CO 80652",80652,80652,40-05-35.9360N,144335.9360N,104-22-30.8350W,375750.8350W
'74CO,"ROGGEN, CO 80652","ROGGEN, CO 80652",80652,80652,40-02-49.9390N,144169.9390N,104-12-33.8250W,375153.8250W
'23CO,"RUSH, CO 80833","RUSH, CO 80833",80833,80833,38-50-37.9000N,139837.9000N,103-59-23.8000W,374363.8000W
'CO33,"YODER, CO 80864","YODER, CO 80864",80864,80864,38-50-21.1000N,139821.1000N,104-08-05.4000W,374885.4000W
'08CO,"RUSH, CO 80833","RUSH, CO 80833",80833,80833,38-43-56.9000N,139436.9000N,104-02-28.8000W,374548.8000W
'7CO6,"PEYTON, CO 80831","PEYTON, CO 80831",80831,80831,38-45-37.0000N,139537.0000N,104-06-05.0000W,374765.0000W
'95CO,"RYE, CO 81069","RYE, CO 81069",81069,81069,37-52-06.5400N,136326.5400N,104-50-08.7000W,377408.7000W
'04V,"SAGUACHE, CO 81149","SAGUACHE, CO 81149",81149,81149,38-05-57.8200N,137157.8200N,106-10-27.5800W,382227.5800W
'1CO7,"SALIDA, CO 81201","SALIDA, CO 81201",81201,81201,38-33-04.9890N,138784.9890N,105-59-32.0460W,381572.0460W
'CO11,"PONCHA SPRINGS, CO 81242","PONCHA SPRINGS, CO 81242",81242,81242,38-24-58.0000N,138298.0000N,106-03-30.0000W,381810.0000W
'ANK,"SALIDA, CO 81201","SALIDA, CO 81201",81201,81201,38-32-17.8000N,138737.8000N,106-02-55.0000W,381775.0000W
'6CO9,"SALIDA, CO 81201","SALIDA, CO 81201",81201,81201,38-32-37.8300N,138757.8300N,106-00-32.7000W,381632.7000W
'33CO,"VENTURA, CA 93007","VENTURA, CO 93007",93007,93007,37-03-54.0000N,133434.0000N,105-27-49.0000W,379669.0000W
'2CD4,"SILT, CO 81652","SILT, CO 81652",81652,81652,39-25-50.0000N,141950.0000N,107-37-23.0000W,387443.0000W
'7CO9,"SILVERTON, CO 81433","SILVERTON, CO 81433",81433,81433,37-51-10.0000N,136270.0000N,107-34-30.9000W,387270.9000W
'CD68,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,37-47-59.9880N,136079.9880N,107-40-02.2220W,387602.2220W
'CD15,"KAPAA, HI 96746","LARKSPUR, CO 80118",96746,80118,39-17-47.0000N,141467.0000N,104-07-30.0000W,374850.0000W
'CD10,"SOUTH FORK, CO 81154","SOUTH FORK, CO 81154",81154,81154,37-40-30.0120N,135630.0120N,106-33-22.1480W,383602.1480W
'CD69,"SOUTH FORK, CO 81154-9629","SOUTH FORK, CO 81154-9629",81154-9629,81154-9629,37-44-25.0090N,135865.0090N,106-31-32.1460W,383492.1460W
'8V7,"SPRINGFIELD, CO 81073","SPRINGFIELD, CO 81073",81073,81073,37-27-31.4000N,134851.4000N,102-37-04.8000W,369424.8000W
'1CD4,"STEAMBOAT SPRINGS, CO 80787","STEAMBOAT SPRINGS, CO 80787",80787,80787,40-30-33.6000N,145833.6000N,106-56-34.9000W,384994.9000W
'CD99,"STEAMBOAT SPRINGS, CO 80477","STEAMBOAT SPRINGS, CO 80477",80477,80477,40-21-30.0000N,145290.0000N,106-49-48.0000W,384588.0000W
'13CO,"STEAMBOAT SPRINGS, CO 80477","STEAMBOAT SPRINGS, CO 80477",80477,80477,40-33-20.0000N,146000.0000N,106-50-40.0000W,384640.0000W
'81CO,"STEAMBOAT SPRINGS, CO 80477","STEAMBOAT SPRINGS, CO 80477",80477,80477,40-24-22.0000N,145462.0000N,106-49-17.0000W,384557.0000W
'CD70,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,40-26-59.9230N,145619.9230N,106-44-02.1650W,384242.1650W
'CD02,"CLARK, CO 80428","CLARK, CO 80428",80428,80428,40-45-28.8970N,146728.8970N,106-58-19.1860W,385099.1860W
'SBS,"STEAMBOAT SPRINGS, CO 80477","STEAMBOAT SPRINGS, CO 80477",80477,80477,40-30-58.5000N,145858.5000N,106-51-58.7000W,384718.7000W
'3CO2,"STERLING, CO 80751","STERLING, CO 80751",80751,80751,40-37-02.9420N,146222.9420N,103-19-59.7660W,371999.7660W
'STK,"STERLING, CO 80751","STERLING, CO 80751",80751,80751,40-36-53.8727N,146213.8727N,103-15-51.4278W,371751.4278W
'3CO3,"STERLING, CO 80751","STERLING, CO 80751",80751,80751,40-36-41.7300N,146201.7300N,103-13-16.1500W,371596.1500W
'3CO4,"NEW YORK, NY 10036","WESTON, CO 81091",10036,81091,37-04-15.0700N,133455.0700N,105-01-07.0000W,378067.0000W
'CO38,"STRASBURG, CO 80136","STRASBURG, CO 80136",80136,80136,39-44-49.9000N,143089.9000N,104-18-46.8000W,375526.8000W
'CO97,"STRASBURG, CO 80136","STRASBURG, CO 80136",80136,80136,39-43-14.9300N,142994.9300N,104-19-23.0000W,375563.0000W
'09CO,"ROCKY FORD, CO 81067","ROCKY FORD, CO 81067",81067,81067,38-03-20.0280N,137000.0280N,103-39-11.8090W,373151.8090W
'CD21,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,39-02-57.9690N,140577.9690N,105-30-47.0000W,379847.0000W
'CO72,"TELLURIDE, CO 81435","TELLURIDE, CO 81435",81435,81435,37-56-23.9770N,136583.9770N,107-50-55.2300W,388255.2300W
'TEX,"TELLURIDE, CO 81435","TELLURIDE, CO 81435",81435,81435,37-57-13.7000N,136633.7000N,107-54-31.5000W,388471.5000W
'CO95,"MINNATUNKA, MN 55345","GRAN MARAIS, MN 55604",55345,55604,38-03-09.9700N,136989.9700N,107-58-46.2400W,388726.2400W
'8CO1,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,38-28-40.0000N,138520.0000N,105-31-16.0000W,379876.0000W
'3CO5,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,38-24-34.0000N,138274.0000N,105-35-07.0000W,380107.0000W
'CD22,"THORNTON, CO 80229","THORNTON, CO 80229",80229,80229,39-51-47.9300N,143507.9300N,104-59-11.3700W,377951.3700W
'CD72,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,37-21-00.0070N,134460.0070N,107-46-02.2300W,387962.2300W
'CO64,"TRINIDAD, CO 81082","TRINIDAD, CO 81082",81082,81082,37-11-15.0660N,133875.0660N,104-29-15.9430W,376155.9430W
'TAD,"TRINIDAD, CO 81082-9607","TRINIDAD, CO 81082-9607",81082-9607,81082-9607,37-15-33.2030N,134133.2030N,104-20-27.1015W,375627.1015W
'0CD5,"FORT CARSON, CO 36086","MODEL, CO 81059",36086,81059,37-29-25.7000N,134965.7000N,104-08-38.7000W,374918.7000W
'53CO,"TWO BUTTES, C 81084",,81084,#VALUE!,37-33-11.0480N,135191.0480N,102-23-31.6800W,368611.6800W
'CD74,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,39-36-59.9490N,142619.9490N,106-23-02.1020W,382982.1020W
'3CO9,"VICTOR, CO 80860","VICTOR, CO 80860",80860,80860,38-42-44.9620N,139364.9620N,105-08-31.9310W,378511.9310W
'24CD,"WALDEN, CO 80480","WALDEN, CO 80480",80480,80480,40-34-04.4900N,146044.4900N,106-03-38.3300W,381818.3300W
'CD81,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,40-26-59.9320N,145619.9320N,106-12-02.0880W,382322.0880W
'33V,"WALDEN, CO 80480","WALDEN, CO 80480",80480,80480,40-45-01.4000N,146701.4000N,106-16-17.5000W,382577.5000W
'CD48,"LAVETA, CO 81055","LAVETA, CO 81055",81055,81055,37-47-11.0000N,136031.0000N,104-35-37.2000W,376537.2000W
'73CO,"WALSENBURG, CO 81089","WALSENBURG, CO 81089",81089,81089,37-45-20.2200N,135920.2200N,104-38-48.4100W,376728.4100W
'4V1,"WALSENBURG, CO 81089","WALSENBURG, CO 81089",81089,81089,37-41-47.4540N,135707.4540N,104-47-05.2271W,377225.2271W
'4CO3,"WALSH, CO 81090","WALSH, CO 81090",81090,81090,37-23-30.0570N,134610.0570N,102-16-46.6630W,368206.6630W
'4CO1,"DENVER, CO 80201","DENVER, CO 80201",80201,80201,39-29-58.9580N,142198.9580N,105-06-22.9510W,378382.9510W
'9CO2,"BENNETT, CO 80102","BENNETT, CO 80102",80102,80102,39-41-45.9480N,142905.9480N,104-28-32.8670W,376112.8670W
'6CO1,"FORT COLLINS, CO 80524",,80524,#VALUE!,40-46-52.9350N,146812.9350N,104-55-02.8980W,377702.8980W
'4CO2,"WELLINGTON, CO 80549","WELLINGTON, CO 80549",80549,80549,40-48-16.9380N,146896.9380N,104-59-05.9000W,377945.9000W
'CO65,"WESTCLIFFE, CO 81252","WESTCLIFFE, CO 81252",81252,81252,38-02-45.0000N,136965.0000N,105-28-17.0130W,379697.0130W
'C08,"WESTCLIFFE, CO 81252","WESTCLIFFE, CO 81252",81252,81252,38-00-47.8000N,136847.8000N,105-22-27.3800W,379347.3800W
'CD04,"ARVADA, CO 80003",,80003,#VALUE!,39-49-14.9500N,143354.9500N,105-03-13.9370W,378193.9370W
'4CO4,"LAKEWOOD, CO 80028","LAKEWOOD, CO 80028",80028,80028,39-51-01.3900N,143461.3900N,105-01-01.9900W,378061.9900W
'4CO6,"WHEAT RIDGE, CO 80033","WHEAT RIDGE, CO 80033",80033,80033,39-45-57.2600N,143157.2600N,105-05-33.5500W,378333.5500W
'CD75,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,38-53-59.9390N,140039.9390N,108-29-02.3210W,390542.3210W
'8CO0,"WIGGINS, CO 80654","WIGGINS, CO 80654",80654,80654,40-14-56.8700N,144896.8700N,103-59-41.5500W,374381.5500W
'CD77,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,39-41-59.9500N,142919.9500N,106-46-02.1340W,384362.1340W
'CD78,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,37-40-59.9900N,135659.9900N,107-46-02.2310W,387962.2310W
'CD79,"ENGLEWOOD, CO 80112","ENGLEWOOD, CO 80112",80112,80112,38-59-06.9710N,140346.9710N,104-55-01.9330W,377701.9330W
'5CO9,"WRAY, CO 80758","WRAY, CO 80758",80758,80758,40-04-35.0100N,144275.0100N,102-14-07.7200W,368047.7200W
'31CO,"LAIRD, CO 80758","LAIRD, CO 80758",80758,80758,40-01-17.3400N,144077.3400N,102-10-30.2700W,367830.2700W
'2V5,"WRAY, CO 80758","WRAY, CO 80758",80758,80758,40-06-01.4000N,144361.4000N,102-14-28.2000W,368068.2000W
'0CD2,"YODER, CO 80864","YODER, CO 80864",80864,80864,38-39-09.0000N,139149.0000N,104-14-04.2000W,375244.2000W
'88CO,"MIDLAND, TX 79707","MIDLAND, TX 79707",79707,79707,38-53-09.9730N,139989.9730N,104-14-55.8600W,375295.8600W
'8CO8,"YUMA, CO 80759","YUMA, CO 80759",80759,80759,40-06-29.9500N,144389.9500N,102-43-41.7560W,369821.7560W
'8CD0,"YUMA, CO 80759","YUMA, CO 80759",80759,80759,40-07-16.2400N,144436.2400N,102-44-15.4100W,369855.4100W
'2V6,"YUMA, CO 80759","YUMA, CO 80759",80759,80759,40-06-20.5577N,144380.5577N,102-42-51.9757W,369771.9757W
'C21,"SAIPAN, CQ 96950","SAIPAN, CQ 96950",96950,96950,15-12-35.1100N,054755.1100N,145-43-28.4000E,524608.4000E
'HI63,"SAIPAN, MP 96950","SAIPAN, MP 96950",96950,96950,15-06-52.0000N,054412.0000N,145-42-07.0000E,524527.0000E
'GRO,"SAIPAN, MP 96950-1055","ROTA, MP 96951",96950-1055,96951,14-10-27.6787N,051027.6787N,145-14-28.0511E,522868.0511E
'GSN,"SAIPAN, MP 96950-1055","SAIPAN, MP 96950-1055",96950-1055,96950-1055,15-07-12.9180N,054432.9180N,145-43-47.9427E,524627.9427E
'HI64,"SAIPAN, MP 96950","SAIPAN, MP 96950",96950,96950,14-57-45.0000N,053865.0000N,145-37-49.0000E,524269.0000E
'0TT8,"TINIAN, MP 96952","TINIAN, MP 96952",96952,96952,14-57-48.0000N,053868.0000N,145-38-30.0000E,524310.0000E
'HI22,"SAIPAN, MP 96950","SAIPAN, MP 96950",96950,96950,14-57-36.0000N,053856.0000N,145-37-35.0000E,524255.0000E
'TT03,"SAIPAN, MP 96950","SAIPAN, MP 96950",96950,96950,15-15-00.0000N,054900.0000N,145-47-00.0000E,524820.0000E
'TT01,"SAIPAN, CM 96950","SAIPAN, CM 96950",96950,96950,18-07-28.0000N,065248.0000N,145-46-07.0000E,524767.0000E
'TNI,"TINIAN, MP 96952-1055","TINIAN, MP 96952-1055",96952-1055,96952-1055,14-59-57.1300N,053997.1300N,145-37-09.6600E,524229.6600E
'CT74,"ASHFORD, CT 06278","ASHFORD, CT 06278",06278,06278,41-57-02.3480N,151022.3480N,072-10-53.2780W,259853.2780W
'01CT,"KENSINGTON, CT 06037","KENSINGTON, CT 06037",06037,06037,41-37-38.2400N,149858.2400N,072-43-38.8700W,261818.8700W
'33CT,"WOODBURY, CT 06798","WOODBURY, CT 06798",06798,06798,41-36-34.0000N,149794.0000N,073-14-23.0000W,263663.0000W
'5CT5,"BETHLEHEM, CT 06751","BETHLEHEM, CT 06751",06751,06751,41-37-56.3000N,149876.3000N,073-12-58.4000W,263578.4000W
'CT01,"BETHLEHEM, CT 06751","BETHLEHEM, CT 06751",06751,06751,41-39-58.3470N,149998.3470N,073-11-20.4060W,263480.4060W
'CT05,"BLOOMFIELD, CT 06002","BLOOMFIELD, CT 06002",06002,06002,41-51-43.3540N,150703.3540N,072-41-59.3350W,261719.3350W
'CT36,"BOZRAH, CT 06334","CHESTER, CT 06412",06334,06412,41-33-52.3530N,149632.3530N,072-11-50.2840W,259910.2840W
'0CT7,"BRIDGEPORT, CT 06610","BRIDGEPORT, CT 06610",06610,06610,41-11-18.1700N,148278.1700N,073-10-00.2900W,263400.2900W
'BDR,"BRIDGEPORT, CT 06615","STRATFORD, CT 06497",06615,06497,41-09-48.5000N,148188.5000N,073-07-34.2000W,263254.2000W
'CT12,"BRIDGEPORT, CT 06606","BRIDGEPORT, CT 06606",06606,06606,41-12-04.3900N,148324.3900N,073-12-05.6500W,263525.6500W
'CT37,"STRATFORD, CT 06614","STRATFORD, CT 06614",06614,06614,41-09-40.3480N,148180.3480N,073-12-10.4040W,263530.4040W
'CT03,"BRISTOL, CT 06010","BRISTOL, CT 06010",06010,06010,41-40-34.6200N,150034.6200N,072-56-10.4300W,262570.4300W
'CT96,"BRISTOL, CT 06010","BRISTOL, CT 06010",06010,06010,41-42-30.3530N,150150.3530N,072-58-16.3750W,262696.3750W
'CT60,"BURLINGTON, CT 06013","BURLINGTON, CT 06013",06013,06013,41-40-30.5700N,150030.5700N,072-53-27.9200W,262407.9200W
'23CT,"BURLINGTON, CT 06013",,06013,#VALUE!,41-47-09.2400N,150429.2400N,072-55-52.6700W,262552.6700W
'SNC,"CHESTER, CT 06412","CHESTER, CT 06412",06412,06412,41-23-01.3540N,148981.3540N,072-30-20.8340W,261020.8340W
'CT07,"FISHERS ISLAND, NY 06390","COLCHESTER, CT 06415",06390,06415,41-34-25.3540N,149665.3540N,072-18-11.2930W,260291.2930W
'CT09,"COVENTRY, CT 06238","COVENTRY, CT 06238",06238,06238,41-48-10.3540N,150490.3540N,072-23-30.2970W,260610.2970W
'0CT8,"DANBURY, CT 06810","DANBURY, CT 06810",06810,06810,41-24-19.1100N,149059.1100N,073-26-43.0400W,264403.0400W
'DXR,"DANBURY, CT 06810","DANBURY, CT 06813",06810,06813,41-22-17.5000N,148937.5000N,073-28-55.9000W,264535.9000W
'LZD,"WINDSOR LOCKS, CT 06096","GROTON, CT 06340",06096,06340,41-49-11.1000N,150551.1000N,071-54-03.5000W,258843.5000W
'CT39,"DURHAM, CT 06422","DURHAM, CT 06422",06422,06422,41-28-06.3520N,149286.3520N,072-42-30.3440W,261750.3440W
'CT50,"E. GRANBY, CT 06026","E. GRANBY, CT 06026",06026,06026,41-56-34.3490N,150994.3490N,072-42-22.3340W,261742.3340W
'CT11,"LYME, CT 06371","LYME, CT 06371",06371,06371,41-26-38.3540N,149198.3540N,072-20-20.2990W,260420.2990W
'42B,"LYME, CT 06371","HAMDEN, CT 06518",06371,06518,41-26-44.3560N,149204.3560N,072-27-20.3130W,260840.3130W
'CT86,"EAST HADDAM, CT 06423","EAST HADDAM, CT 06423",06423,06423,41-26-02.3550N,149162.3550N,072-23-38.3060W,260618.3060W
'CT88,"FARMINGTON, CT 06108","E GRANDBY, CT 06026-2510",06108,06026-2510,41-45-12.0000N,150312.0000N,072-37-42.0000W,261462.0000W
'CT13,"EAST KILLINGLY, CT 06243","EAST KILLINGLY, CT 06243",06243,06243,41-53-00.3530N,150780.3530N,071-48-58.2540W,258538.2540W
'CT85,"EAST WINDSOR, CT 06088","EAST WINDSOR, CT 06088",06088,06088,41-53-23.3520N,150803.3520N,072-36-54.3230W,261414.3230W
'CT14,"EAST WINDSOR HILL, CT 06028","EAST WINDSOR HILL, CT 06028",06028,06028,41-52-00.3530N,150720.3530N,072-36-58.3240W,261418.3240W
'5CT6,"EASTFORD, CT 06242","EASTFORD, CT 06242",06242,06242,41-55-10.3000N,150910.3000N,072-07-06.3000W,259626.3000W
'7B9,"HOLYOKE, MA 01040","SOUTHWICK, MA 01077",01040,01077,41-55-31.5000N,150931.5000N,072-27-25.6000W,260845.6000W
'02CT,"PORT LA VACA, TX 77979-5318","SOUTH WINDSOR, CT 06074",77979-5318,06074,41-55-10.6900N,150910.6900N,072-26-40.0400W,260800.0400W
'CT15,"ELLINGTON, CT 06029","ELLINGTON, CT 06029",06029,06029,41-56-43.3490N,151003.3490N,072-28-39.3060W,260919.3060W
'CT87,"ENFIELD, CT 06082","ENFIELD, CT 06082",06082,06082,41-59-54.3460N,151194.3460N,072-36-21.3200W,261381.3200W
'CT23,"ENFIELD, CT 06083","ENFIELD, CT 06083",06083,06083,41-56-24.3490N,150984.3490N,072-36-21.3210W,261381.3210W
'CT27,"AGAWAM, MA 01001","AGAWAM, MA 01001",01001,01001,42-00-14.3460N,151214.3460N,072-32-24.3130W,261144.3130W
'CT16,"ESSEX, CT 06426-1307",,06426-1307,#VALUE!,41-22-30.3540N,148950.3540N,072-22-28.3030W,260548.3030W
'CT97,"MIDDLETOWN, CT 06457","MIDDLETOWN, CT 06457",06457,06457,41-19-46.4800N,148786.4800N,072-25-36.9900W,260736.9900W
'CT41,"FAIRFIELD, CT 06825","FAIRFIELD, CT 06825",06825,06825,41-13-02.3460N,148382.3460N,073-15-19.4150W,263719.4150W
'CT71,"FARMINGTON, CT 06032","EAST GRANBY, CT 06026",06032,06026,41-42-32.2200N,150152.2200N,072-48-07.5600W,262087.5600W
'CT75,"FARMINGTON, CT 06032","FARMINGTON, CT 06032",06032,06032,41-43-59.8100N,150239.8100N,072-47-35.2000W,262055.2000W
'CT02,"SOUTH GLASTONBURY, CT 06073","SOUTH GLASTONBURY, CT 06073",06073,06073,41-38-32.3600N,149912.3600N,072-33-48.3200W,261228.3200W
'CT38,"PHILADELPHIA, PA 19106","PHILADELPHIA, PA 19106",19106,19106,41-42-44.3580N,150164.3580N,072-35-16.3220W,261316.3220W
'CT42,"GOSHEN, CT 06756","GOSHEN, CT 06756",06756,06756,41-51-00.3420N,150660.3420N,073-15-58.4170W,263758.4170W
'GON,"WINDSOR LOCKS, CT 06096","GROTON, CT 06340",06096,06340,41-19-48.2000N,148788.2000N,072-02-42.5000W,259362.5000W
'CT40,"EAST HADDAM, CT 06423","EAST HADDAM, CT 06423",06423,06423,41-22-11.3490N,148931.3490N,072-55-02.3680W,262502.3680W
'CT84,"HAMDEN, CT 06517","HAMDEN, CT 06517",06517,06517,41-22-25.3490N,148945.3490N,072-54-31.3670W,262471.3670W
